Datetime,Open,High,Low,Close,Adj Close,Volume,mean
2023-03-23 09:30:00-04:00,92.27999877929688,92.47000122070312,92.11000061035156,92.31999969482422,92.31999969482422,86255,92.30500030517578
2023-03-23 09:31:00-04:00,92.22000122070312,92.44000244140625,92.18000030517578,92.38999938964844,92.38999938964844,6949,92.35000038146973
2023-03-23 09:32:00-04:00,92.34500122070312,92.5,92.33999633789062,92.37999725341797,92.37999725341797,20119,92.39999771118164
2023-03-23 09:33:00-04:00,92.30999755859375,92.33000183105469,92.06999969482422,92.19000244140625,92.19000244140625,5046,92.19500160217285
2023-03-23 09:34:00-04:00,92.23999786376953,92.25,92.19999694824219,92.19999694824219,92.19999694824219,2783,92.21249771118164
2023-03-23 09:35:00-04:00,92.19000244140625,92.19000244140625,92.01000213623047,92.02999877929688,92.02999877929688,4308,92.06500053405762
2023-03-23 09:36:00-04:00,92.01000213623047,92.0199966430664,91.87999725341797,91.98889923095703,91.98889923095703,14149,91.96944808959961
2023-03-23 09:37:00-04:00,91.95999908447266,92.0,91.8905029296875,91.98390197753906,91.98390197753906,7096,91.9645767211914
2023-03-23 09:38:00-04:00,91.97000122070312,91.97000122070312,91.80999755859375,91.80999755859375,91.80999755859375,12936,91.8499984741211
2023-03-23 09:39:00-04:00,91.8499984741211,91.87000274658203,91.76000213623047,91.83000183105469,91.83000183105469,11025,91.82250213623047
2023-03-23 09:40:00-04:00,91.86000061035156,91.86000061035156,91.66999816894531,91.66999816894531,91.66999816894531,13120,91.71749877929688
2023-03-23 09:41:00-04:00,91.69000244140625,91.75,91.66500091552734,91.66500091552734,91.66500091552734,9099,91.68625068664551
2023-03-23 09:42:00-04:00,91.68000030517578,91.76000213623047,91.58000183105469,91.58000183105469,91.58000183105469,18420,91.62500190734863
2023-03-23 09:43:00-04:00,91.55000305175781,91.62999725341797,91.5,91.62999725341797,91.62999725341797,15060,91.59749794006348
2023-03-23 09:44:00-04:00,91.55000305175781,91.7300033569336,91.55000305175781,91.66999816894531,91.66999816894531,7802,91.65500068664551
2023-03-23 09:45:00-04:00,91.70600128173828,91.8499984741211,91.6604995727539,91.83999633789062,91.83999633789062,7292,91.79762268066406
2023-03-23 09:46:00-04:00,91.76000213623047,91.80000305175781,91.72000122070312,91.72000122070312,91.72000122070312,5733,91.7400016784668
