Datetime,Open,High,Low,Close,Adj Close,Volume,mean
2023-03-23 09:30:00-04:00,301.3900146484375,301.3900146484375,301.05999755859375,301.05999755859375,301.05999755859375,20301,301.1425018310547
2023-03-23 09:31:00-04:00,301.3699951171875,301.54998779296875,301.2850036621094,301.489990234375,301.489990234375,4493,301.45374298095703
2023-03-23 09:32:00-04:00,301.6499938964844,301.70001220703125,301.29998779296875,301.45001220703125,301.45001220703125,6607,301.4750061035156
2023-03-23 09:33:00-04:00,301.375,301.55999755859375,301.1099853515625,301.2850036621094,301.2850036621094,89269,301.30999755859375
2023-03-23 09:34:00-04:00,301.2850036621094,301.8500061035156,301.2699890136719,301.364990234375,301.364990234375,21156,301.4624938964844
2023-03-23 09:35:00-04:00,301.45001220703125,301.45001220703125,300.80999755859375,300.8699951171875,300.8699951171875,21555,301.0
2023-03-23 09:36:00-04:00,300.8450012207031,300.9599914550781,300.5799865722656,300.6449890136719,300.6449890136719,10438,300.7074890136719
2023-03-23 09:37:00-04:00,300.7300109863281,300.9800109863281,300.5899963378906,300.5899963378906,300.5899963378906,6185,300.6875
2023-03-23 09:38:00-04:00,300.57000732421875,300.739990234375,300.44000244140625,300.69000244140625,300.69000244140625,18334,300.63999938964844
2023-03-23 09:39:00-04:00,300.70001220703125,300.8999938964844,300.6499938964844,300.8699951171875,300.8699951171875,12829,300.82249450683594
2023-03-23 09:40:00-04:00,300.80999755859375,300.80999755859375,300.4674987792969,300.4800109863281,300.4800109863281,9507,300.5593795776367
2023-03-23 09:41:00-04:00,300.5849914550781,300.6700134277344,300.3900146484375,300.4150085449219,300.4150085449219,8932,300.4725112915039
2023-03-23 09:42:00-04:00,300.4649963378906,300.4739990234375,300.0899963378906,300.0899963378906,300.0899963378906,9887,300.18599700927734
2023-03-23 09:43:00-04:00,300.1600036621094,300.80999755859375,300.0799865722656,300.80999755859375,300.80999755859375,8762,300.6274948120117
2023-03-23 09:44:00-04:00,300.8699951171875,300.8699951171875,300.6300048828125,300.6300048828125,300.6300048828125,3949,300.69000244140625
2023-03-23 09:45:00-04:00,300.489990234375,300.8999938964844,300.364990234375,300.6700134277344,300.6700134277344,16749,300.65125274658203
2023-03-23 09:46:00-04:00,300.8236083984375,300.9200134277344,300.6449890136719,300.70001220703125,300.70001220703125,3943,300.7412567138672
2023-03-23 09:47:00-04:00,300.6300048828125,300.6300048828125,300.3800048828125,300.4624938964844,300.4624938964844,3639,300.48374938964844
2023-03-23 09:48:00-04:00,300.375,300.5400085449219,300.260009765625,300.3699951171875,300.3699951171875,12539,300.38500213623047
2023-03-23 09:49:00-04:00,300.3500061035156,300.760009765625,300.3299865722656,300.760009765625,300.760009765625,12290,300.65250396728516
2023-03-23 09:50:00-04:00,300.8550109863281,300.95001220703125,300.6700134277344,300.7049865722656,300.7049865722656,3658,300.7574996948242
2023-03-23 09:51:00-04:00,300.6499938964844,300.8699951171875,300.6499938964844,300.7300109863281,300.7300109863281,6587,300.74500274658203
