,Datetime,Open,High,Low,Close,Adj Close,Volume,mean
0,2023-03-23 06:52:00-04:00,39.72,39.72,39.72,39.72,39.72,0,39.72
1,2023-03-23 07:19:00-04:00,39.77,39.77,39.77,39.77,39.77,0,39.77
2,2023-03-23 07:22:00-04:00,39.87,39.88,39.87,39.88,39.88,0,39.875
3,2023-03-23 07:24:00-04:00,39.87,39.87,39.87,39.87,39.87,0,39.87
4,2023-03-23 07:26:00-04:00,39.81,39.81,39.8,39.8,39.8,0,39.805
5,2023-03-23 08:03:00-04:00,39.9,40.1,39.9,40.1,40.1,0,40.0
6,2023-03-23 08:04:00-04:00,39.9,39.9,39.9,39.9,39.9,0,39.9
7,2023-03-23 08:06:00-04:00,39.85,39.85,39.85,39.85,39.85,0,39.85
8,2023-03-23 08:18:00-04:00,39.79,39.79,39.77,39.77,39.77,0,39.78
9,2023-03-23 08:25:00-04:00,39.77,39.77,39.77,39.77,39.77,0,39.77
10,2023-03-23 08:48:00-04:00,39.8115,39.8115,39.8115,39.8115,39.8115,0,39.8115
11,2023-03-23 08:51:00-04:00,39.81,39.81,39.8,39.8,39.8,0,39.805
12,2023-03-23 08:53:00-04:00,39.77,39.77,39.75,39.75,39.75,0,39.760000000000005
13,2023-03-23 08:54:00-04:00,39.72,39.72,39.7,39.7,39.7,0,39.71
14,2023-03-23 09:08:00-04:00,39.73,39.74,39.73,39.74,39.74,0,39.735
15,2023-03-23 09:30:00-04:00,39.63999938964844,39.665000915527344,39.59000015258789,39.65999984741211,39.65999984741211,88132,39.638750076293945
16,2023-03-23 09:31:00-04:00,39.63999938964844,39.63999938964844,39.525001525878906,39.525001525878906,39.525001525878906,24863,39.58250045776367
17,2023-03-23 09:32:00-04:00,39.52000045776367,39.52000045776367,39.470001220703125,39.470001220703125,39.470001220703125,11979,39.4950008392334
18,2023-03-23 09:33:00-04:00,39.47499847412109,39.52999877929688,39.45000076293945,39.47499847412109,39.47499847412109,10661,39.48249912261963
19,2023-03-23 09:34:00-04:00,39.4900016784668,39.49869918823242,39.45000076293945,39.459999084472656,39.459999084472656,9758,39.47467517852783
20,2023-03-23 09:35:00-04:00,39.45000076293945,39.5099983215332,39.43999862670898,39.470001220703125,39.470001220703125,26808,39.46749973297119
21,2023-03-23 09:36:00-04:00,39.470001220703125,39.505001068115234,39.45000076293945,39.470001220703125,39.470001220703125,66548,39.473751068115234
22,2023-03-23 09:37:00-04:00,39.470001220703125,39.52000045776367,39.470001220703125,39.47999954223633,39.47999954223633,11264,39.48500061035156
23,2023-03-23 09:38:00-04:00,39.470001220703125,39.47999954223633,39.43999862670898,39.45000076293945,39.45000076293945,12989,39.46000003814697
24,2023-03-23 09:39:00-04:00,39.459999084472656,39.470001220703125,39.43000030517578,39.459999084472656,39.459999084472656,15108,39.454999923706055
25,2023-03-23 09:40:00-04:00,39.46500015258789,39.470001220703125,39.39500045776367,39.39500045776367,39.39500045776367,39866,39.43125057220459
26,2023-03-23 09:41:00-04:00,39.39500045776367,39.48500061035156,39.39500045776367,39.42499923706055,39.42499923706055,17990,39.42500019073486
27,2023-03-23 09:42:00-04:00,39.43000030517578,39.4900016784668,39.42499923706055,39.459999084472656,39.459999084472656,13993,39.451250076293945
28,2023-03-23 09:43:00-04:00,39.45500183105469,39.54999923706055,39.43999862670898,39.52999877929688,39.52999877929688,121961,39.49374961853027
29,2023-03-23 09:44:00-04:00,39.51499938964844,39.560001373291016,39.5099983215332,39.52000045776367,39.52000045776367,19934,39.52624988555908
30,2023-03-23 09:45:00-04:00,39.51499938964844,39.52999877929688,39.47999954223633,39.505001068115234,39.505001068115234,46768,39.50749969482422
31,2023-03-23 09:46:00-04:00,39.5,39.52000045776367,39.47999954223633,39.51499938964844,39.51499938964844,22468,39.50374984741211
32,2023-03-23 09:47:00-04:00,39.52999877929688,39.56999969482422,39.525001525878906,39.560001373291016,39.560001373291016,60587,39.546250343322754
33,2023-03-23 09:48:00-04:00,39.54999923706055,39.54999923706055,39.5099983215332,39.52999877929688,39.52999877929688,27902,39.53499889373779
34,2023-03-23 09:49:00-04:00,39.52999877929688,39.560001373291016,39.5099983215332,39.560001373291016,39.560001373291016,22909,39.53999996185303
35,2023-03-23 09:50:00-04:00,39.56999969482422,39.619998931884766,39.56499862670898,39.59000015258789,39.59000015258789,32426,39.586249351501465
36,2023-03-23 09:51:00-04:00,39.59000015258789,39.619998931884766,39.59000015258789,39.61000061035156,39.61000061035156,16393,39.60249996185303
37,2023-03-23 09:52:00-04:00,39.59999847412109,39.625,39.59999847412109,39.61000061035156,39.61000061035156,19770,39.60874938964844
38,2023-03-23 09:53:00-04:00,39.61000061035156,39.62590026855469,39.59999847412109,39.61000061035156,39.61000061035156,15785,39.61147499084473
39,2023-03-23 09:54:00-04:00,39.61000061035156,39.6349983215332,39.59000015258789,39.59000015258789,39.59000015258789,14920,39.60624980926514
40,2023-03-23 09:55:00-04:00,39.59000015258789,39.630001068115234,39.59000015258789,39.61989974975586,39.61989974975586,16360,39.60747528076172
41,2023-03-23 09:56:00-04:00,39.6150016784668,39.65999984741211,39.6150016784668,39.650001525878906,39.650001525878906,6975,39.63500118255615
42,2023-03-23 09:57:00-04:00,39.64500045776367,39.66999816894531,39.630001068115234,39.65999984741211,39.65999984741211,9585,39.65124988555908
43,2023-03-23 09:58:00-04:00,39.665000915527344,39.66999816894531,39.619998931884766,39.619998931884766,39.619998931884766,9922,39.64374923706055
44,2023-03-23 09:59:00-04:00,39.630001068115234,39.71500015258789,39.630001068115234,39.71500015258789,39.71500015258789,14454,39.67250061035156
45,2023-03-23 10:00:00-04:00,39.720001220703125,39.772499084472656,39.70000076293945,39.75249862670898,39.75249862670898,51245,39.736249923706055
46,2023-03-23 10:01:00-04:00,39.75,39.790000915527344,39.75,39.790000915527344,39.790000915527344,30578,39.77000045776367
47,2023-03-23 10:02:00-04:00,39.78499984741211,39.810001373291016,39.75,39.75,39.75,16680,39.77375030517578
48,2023-03-23 10:03:00-04:00,39.7400016784668,39.755001068115234,39.720001220703125,39.73249816894531,39.73249816894531,17755,39.73687553405762
49,2023-03-23 10:04:00-04:00,39.7400016784668,39.755001068115234,39.68000030517578,39.68999862670898,39.68999862670898,49562,39.7162504196167
