Datetime,Open,High,Low,Close,Adj Close,Volume,mean
2023-03-23 09:33:00-04:00,330.8800048828125,330.8800048828125,329.17999267578125,329.17999267578125,329.17999267578125,5536,329.60499572753906
2023-03-23 09:34:00-04:00,330.7699890136719,330.80999755859375,330.7699890136719,330.80999755859375,330.80999755859375,2117,330.7999954223633
2023-03-23 09:35:00-04:00,329.57000732421875,332.19000244140625,329.57000732421875,332.19000244140625,332.19000244140625,1234,331.5350036621094
2023-03-23 09:36:00-04:00,330.8500061035156,330.8500061035156,330.8500061035156,330.8500061035156,330.8500061035156,132,330.8500061035156
2023-03-23 09:37:00-04:00,330.7149963378906,330.7149963378906,330.7149963378906,330.7149963378906,330.7149963378906,319,330.7149963378906
2023-03-23 09:40:00-04:00,329.5799865722656,329.5799865722656,329.0,329.0,329.0,621,329.1449966430664
2023-03-23 09:41:00-04:00,328.3399963378906,328.3399963378906,328.3399963378906,328.3399963378906,328.3399963378906,429,328.3399963378906
2023-03-23 09:46:00-04:00,328.32000732421875,330.0,328.32000732421875,329.32000732421875,329.32000732421875,1815,329.24000549316406
2023-03-23 09:48:00-04:00,328.7200012207031,329.6600036621094,328.7200012207031,329.375,329.375,3178,329.2825012207031
2023-03-23 09:50:00-04:00,330.19500732421875,330.19500732421875,330.19500732421875,330.19500732421875,330.19500732421875,114,330.19500732421875
2023-03-23 09:51:00-04:00,330.19500732421875,330.19500732421875,329.95001220703125,329.95001220703125,329.95001220703125,274,330.0112609863281
2023-03-23 09:52:00-04:00,330.19000244140625,330.19000244140625,330.1499938964844,330.1600036621094,330.1600036621094,530,330.16500091552734
2023-03-23 09:53:00-04:00,330.1700134277344,330.18499755859375,329.8500061035156,330.0050048828125,330.0050048828125,1493,330.0112533569336
2023-03-23 09:54:00-04:00,330.0400085449219,330.0400085449219,330.0400085449219,330.0400085449219,330.0400085449219,308,330.0400085449219
2023-03-23 09:55:00-04:00,330.1199951171875,330.1199951171875,330.1199951171875,330.1199951171875,330.1199951171875,131,330.1199951171875
2023-03-23 09:56:00-04:00,330.1300048828125,330.1300048828125,330.1300048828125,330.1300048828125,330.1300048828125,258,330.1300048828125
2023-03-23 09:57:00-04:00,330.2699890136719,330.2699890136719,330.2699890136719,330.2699890136719,330.2699890136719,406,330.2699890136719
2023-03-23 09:58:00-04:00,330.125,330.125,330.125,330.125,330.125,138,330.125
2023-03-23 09:59:00-04:00,330.114990234375,330.31500244140625,330.0,330.31500244140625,330.31500244140625,906,330.2362518310547
2023-03-23 10:00:00-04:00,330.2850036621094,330.6199951171875,330.2850036621094,330.6199951171875,330.6199951171875,416,330.53624725341797
2023-03-23 10:01:00-04:00,330.7449951171875,330.760009765625,330.7449951171875,330.760009765625,330.760009765625,314,330.7562561035156
2023-03-23 10:02:00-04:00,330.4700012207031,330.4700012207031,330.4100036621094,330.4100036621094,330.4100036621094,3085,330.4250030517578
2023-03-23 10:04:00-04:00,330.42999267578125,330.5400085449219,330.2900085449219,330.2900085449219,330.2900085449219,1262,330.3525085449219
2023-03-23 10:05:00-04:00,330.3450012207031,330.7799987792969,330.3450012207031,330.5899963378906,330.5899963378906,425,330.5762481689453
2023-03-23 10:06:00-04:00,330.6199951171875,331.125,330.6199951171875,331.125,331.125,1285,330.9987487792969
2023-03-23 10:07:00-04:00,331.5,331.5,331.5,331.5,331.5,1130,331.5
2023-03-23 10:08:00-04:00,331.70001220703125,331.8599853515625,331.70001220703125,331.8599853515625,331.8599853515625,2357,331.8199920654297
2023-03-23 10:09:00-04:00,331.70001220703125,332.20001220703125,331.5,332.010009765625,332.010009765625,25463,331.9300079345703
2023-03-23 10:10:00-04:00,332.32501220703125,332.8999938964844,332.32501220703125,332.8900146484375,332.8900146484375,592,332.75125885009766
2023-03-23 10:11:00-04:00,333.1499938964844,333.1499938964844,333.0,333.1108093261719,333.1108093261719,2683,333.09290313720703
2023-03-23 10:12:00-04:00,332.80999755859375,332.80999755859375,332.6000061035156,332.79998779296875,332.79998779296875,2921,332.7524948120117
2023-03-23 10:13:00-04:00,332.8599853515625,332.8599853515625,332.5899963378906,332.5899963378906,332.5899963378906,433,332.6574935913086
2023-03-23 10:14:00-04:00,333.0299987792969,333.0299987792969,333.0299987792969,333.0299987792969,333.0299987792969,226,333.0299987792969
2023-03-23 10:15:00-04:00,333.1000061035156,333.1700134277344,333.1000061035156,333.1700134277344,333.1700134277344,291,333.1525115966797
2023-03-23 10:16:00-04:00,333.17498779296875,333.17498779296875,332.7799987792969,332.9549865722656,332.9549865722656,3219,332.9662399291992
2023-03-23 10:17:00-04:00,333.0799865722656,333.0799865722656,333.0799865722656,333.0799865722656,333.0799865722656,225,333.0799865722656
2023-03-23 10:18:00-04:00,333.1000061035156,333.70001220703125,332.9997863769531,333.67999267578125,333.67999267578125,8102,333.5149459838867
2023-03-23 10:19:00-04:00,333.7699890136719,333.7699890136719,333.7699890136719,333.7699890136719,333.7699890136719,202,333.7699890136719
2023-03-23 10:20:00-04:00,333.7300109863281,333.9949951171875,333.5299987792969,333.9949951171875,333.9949951171875,3045,333.87874603271484
2023-03-23 10:21:00-04:00,334.0,334.010009765625,333.57000732421875,333.57000732421875,333.57000732421875,3699,333.6800079345703
2023-03-23 10:23:00-04:00,334.1199951171875,334.2300109863281,333.80999755859375,333.80999755859375,333.80999755859375,5049,333.91500091552734
2023-03-23 10:24:00-04:00,333.79998779296875,334.2200012207031,333.7900085449219,334.1499938964844,334.1499938964844,1256,334.07749938964844
2023-03-23 10:25:00-04:00,334.1000061035156,334.2099914550781,333.7799987792969,333.7799987792969,333.7799987792969,847,333.8874969482422
2023-03-23 10:26:00-04:00,334.04998779296875,334.04998779296875,333.82000732421875,333.82000732421875,333.82000732421875,1372,333.87750244140625
2023-03-23 10:27:00-04:00,333.80499267578125,333.80499267578125,333.6499938964844,333.6499938964844,333.6499938964844,1195,333.6887435913086
2023-03-23 10:31:00-04:00,332.739990234375,332.739990234375,332.739990234375,332.739990234375,332.739990234375,524,332.739990234375
