,Price0,Price1,Price2
187,22.0725,21.6215,21.365
188,21.6215,21.365,21.2375
189,21.365,21.2375,20.8925
190,21.2375,20.8925,20.5525
191,20.8925,20.5525,20.6825
192,20.5525,20.6825,20.845
193,20.6825,20.845,20.9525
194,20.845,20.9525,21.165
195,20.9525,21.165,21.161225
196,21.165,21.161225,21.273775
197,21.161225,21.273775,21.29
198,21.20495,21.005375,20.8225
199,21.005375,20.8225,20.893
200,20.8225,20.893,21.1875
201,20.893,21.1875,21.5625
202,21.42,21.604975,21.649425
203,21.604975,21.649425,21.48
204,21.649425,21.48,21.385375
205,21.48,21.385375,21.3475
206,21.385375,21.3475,21.0425
207,21.3475,21.0425,20.777500000000003
208,21.0425,20.777500000000003,20.71
209,20.777500000000003,20.71,20.8575
210,20.71,20.8575,20.8675
211,20.8575,20.8675,20.695
212,20.8675,20.695,20.51
213,20.695,20.51,20.81249952316284
214,20.51,20.81249952316284,20.93300008773804
215,20.81249952316284,20.93300008773804,20.897500038146973
216,20.93300008773804,20.897500038146973,20.679749965667725
217,20.897500038146973,20.679749965667725,20.34975004196167
218,20.679749965667725,20.34975004196167,20.200375080108643
219,20.34975004196167,20.200375080108643,20.189525604248047
220,20.200375080108643,20.189525604248047,20.24462509155273
221,20.189525604248047,20.24462509155273,20.782525062561035
222,20.24462509155273,20.782525062561035,21.38999938964844
223,21.512499809265137,22.069875240325928,22.473774909973145
224,21.962149620056152,22.113749980926517,22.14292526245117
225,21.93502426147461,21.684849739074707,21.52579975128174
226,21.684849739074707,21.52579975128174,21.53250026702881
227,21.52579975128174,21.53250026702881,21.467525005340576
228,21.53250026702881,21.467525005340576,21.18212509155273
229,21.467525005340576,21.18212509155273,20.72000026702881
230,21.18212509155273,20.72000026702881,20.58252477645874
231,20.72000026702881,20.58252477645874,20.811225414276123
232,20.58252477645874,20.811225414276123,20.96250009536743
233,20.811225414276123,20.96250009536743,21.101025581359863
234,20.96250009536743,21.101025581359863,21.055825233459476
235,21.101025581359863,21.055825233459476,20.799350261688232
236,21.055825233459476,20.799350261688232,20.67867517471313
237,20.799350261688232,20.67867517471313,20.66474962234497
238,20.67867517471313,20.66474962234497,20.623225212097168
239,20.66474962234497,20.623225212097168,20.62037467956543
240,20.623225212097168,20.62037467956543,20.63225030899048
241,20.62037467956543,20.63225030899048,20.56999969482422
242,20.63225030899048,20.56999969482422,20.532949924468998
243,20.56999969482422,20.532949924468998,20.536274909973145
244,20.532949924468998,20.536274909973145,20.38077545166016
245,20.536274909973145,20.38077545166016,20.3524751663208
246,20.38077545166016,20.3524751663208,20.49124956130981
247,20.3524751663208,20.49124956130981,20.49097490310669
248,20.49124956130981,20.49097490310669,20.681750297546387
249,20.49097490310669,20.681750297546387,20.780499935150143
250,22.976250171661377,22.64247465133667,22.70467519760132
251,22.64247465133667,22.70467519760132,22.512775421142575
252,22.70467519760132,22.512775421142575,22.51212501525879
253,22.512775421142575,22.51212501525879,22.65252494812012
254,22.51212501525879,22.65252494812012,22.582475185394287
255,22.65252494812012,22.582475185394287,22.52952480316162
256,22.582475185394287,22.52952480316162,22.663249969482425
257,22.52952480316162,22.663249969482425,22.71500015258789
258,22.663249969482425,22.71500015258789,22.575200080871586
259,22.575200080871586,22.14952516555786,22.160024642944336
260,22.14952516555786,22.160024642944336,22.38877487182617
261,22.160024642944336,22.38877487182617,22.398149967193604
262,22.38877487182617,22.398149967193604,22.271175384521484
263,22.398149967193604,22.271175384521484,22.30752468109131
264,22.271175384521484,22.30752468109131,22.357500076293945
265,22.30752468109131,22.357500076293945,22.42187452316284
266,22.357500076293945,22.42187452316284,22.399975299835205
267,22.399975299835205,22.48312520980835,22.46624994277954
268,23.0225248336792,22.931249618530277,22.992525100708008
269,22.931249618530277,22.992525100708008,23.09249973297119
270,22.992525100708008,23.09249973297119,23.227499961853027
271,24.56215000152588,24.15999984741211,24.12677526473999
272,24.15999984741211,24.12677526473999,24.265875339508057
273,24.12677526473999,24.265875339508057,24.375674724578857
274,24.265875339508057,24.375674724578857,24.88000011444092
275,24.375674724578857,24.88000011444092,25.05810022354126
276,25.06999969482422,24.806274890899655,24.87249994277954
277,24.806274890899655,24.87249994277954,24.894299507141117
278,24.87249994277954,24.894299507141117,25.03250026702881
279,24.894299507141117,25.03250026702881,25.22752475738525
280,25.03250026702881,25.22752475738525,25.386374950408936
281,26.97224998474121,26.518749713897705,26.277474880218502
282,26.518749713897705,26.277474880218502,26.47375011444092
283,26.277474880218502,26.47375011444092,26.09625005722046
284,26.47375011444092,26.09625005722046,26.20999956130981
285,26.09625005722046,26.20999956130981,27.107500076293945
286,26.20999956130981,27.107500076293945,27.68000030517578
287,31.86197519302368,32.41250038146973,32.95002555847168
288,32.41250038146973,32.95002555847168,33.17507457733154
289,32.95002555847168,33.17507457733154,33.888999938964844
290,33.17507457733154,33.888999938964844,34.14169979095459
291,33.45987606048584,32.4900016784668,32.276824951171875
292,32.4900016784668,32.276824951171875,33.19627571105957
293,32.276824951171875,33.19627571105957,34.195725440979004
294,33.937100410461426,33.582499504089355,33.80500030517578
295,33.582499504089355,33.80500030517578,34.09752559661865
296,33.80500030517578,34.09752559661865,34.5424747467041
297,34.09752559661865,34.5424747467041,34.72897529602051
298,35.02250003814697,34.690025329589844,34.65239906311035
299,34.690025329589844,34.65239906311035,34.767499923706055
300,34.65239906311035,34.767499923706055,34.579275131225586
301,34.767499923706055,34.579275131225586,34.73867511749268
302,34.579275131225586,34.73867511749268,34.28892517089844
303,34.73867511749268,34.28892517089844,34.13759994506836
304,34.28892517089844,34.13759994506836,34.394774436950684
305,34.13759994506836,34.394774436950684,34.32017421722412
306,34.394774436950684,34.32017421722412,34.07039928436279
307,34.32017421722412,34.07039928436279,33.578474044799805
308,34.07039928436279,33.578474044799805,32.96257495880127
309,33.578474044799805,32.96257495880127,32.89750003814697
310,32.96257495880127,32.89750003814697,33.08547496795654
311,32.89750003814697,33.08547496795654,33.190025329589844
312,33.08547496795654,33.190025329589844,33.268775939941406
313,33.190025329589844,33.268775939941406,33.052499771118164
314,33.268775939941406,33.052499771118164,33.145151138305664
315,33.052499771118164,33.145151138305664,33.040900230407715
316,33.145151138305664,33.040900230407715,31.97122430801392
317,33.040900230407715,31.97122430801392,31.13000011444092
318,31.97122430801392,31.13000011444092,31.35625028610229
319,31.13000011444092,31.35625028610229,32.33625030517578
320,31.35625028610229,32.33625030517578,32.820000648498535
321,32.33625030517578,32.820000648498535,32.64002513885498
322,32.415000915527344,32.18622446060181,31.990525245666504
323,32.18622446060181,31.990525245666504,31.96137571334839
324,31.990525245666504,31.96137571334839,32.09837484359741
325,31.96137571334839,32.09837484359741,32.25749969482422
326,32.09837484359741,32.25749969482422,32.470025062561035
327,32.25749969482422,32.470025062561035,32.7050256729126
328,32.48277473449707,32.53499984741211,32.346699714660645
329,32.346699714660645,32.50217533111572,32.84749984741211
330,33.184200286865234,33.102524757385254,33.185025215148926
331,33.102524757385254,33.185025215148926,33.19999980926514
332,33.17385005950928,33.02245044708252,33.00999927520752
333,33.02245044708252,33.00999927520752,33.31832408905029
334,33.00999927520752,33.31832408905029,33.727524757385254
335,35.25132465362549,34.70075035095215,34.86944961547852
336,34.70075035095215,34.86944961547852,35.131850242614746
337,34.86944961547852,35.131850242614746,35.232749938964844
338,35.131850242614746,35.232749938964844,35.17592525482178
339,34.83644962310791,34.952500343322754,34.98312568664551
340,34.952500343322754,34.98312568664551,34.62229919433594
341,34.98312568664551,34.62229919433594,34.54580020904541
342,34.62229919433594,34.54580020904541,34.481550216674805
343,34.54580020904541,34.481550216674805,34.47127628326416
344,34.481550216674805,34.47127628326416,34.7862491607666
345,34.47127628326416,34.7862491607666,35.01874923706055
346,34.695000648498535,34.36500072479248,33.96247482299805
347,34.36500072479248,33.96247482299805,34.29502487182617
348,33.96247482299805,34.29502487182617,34.34749984741211
349,34.29502487182617,34.34749984741211,34.364999771118164
350,34.34749984741211,34.364999771118164,34.387274742126465
351,34.364999771118164,34.387274742126465,34.292625427246094
352,34.387274742126465,34.292625427246094,34.23125076293945
353,34.292625427246094,34.23125076293945,34.565
354,34.23125076293945,34.565,34.6325
355,34.295,34.3175,34.38
356,34.3175,34.38,34.2775
357,34.38,34.2775,34.1525
358,34.2775,34.1525,33.912499999999994
359,34.1525,33.912499999999994,32.7525
360,33.912499999999994,32.7525,32.14
361,32.7525,32.14,32.39
362,32.14,32.39,33.025000000000006
363,32.39,33.025000000000006,33.4
364,33.025000000000006,33.4,33.19499999999999
365,33.4,33.19499999999999,33.105
366,33.19499999999999,33.105,32.81
367,33.105,32.81,32.4025
368,32.81,32.4025,31.0475
369,32.4025,31.0475,29.137500000000003
370,31.0475,29.137500000000003,29.12
371,29.137500000000003,29.12,28.45
372,29.12,28.45,27.3975
373,28.45,27.3975,27.6525
374,27.3975,27.6525,29.2525
375,27.6525,29.2525,29.644625
376,29.2525,29.644625,29.8025
377,29.644625,29.8025,29.9875
378,29.8025,29.9875,29.98
379,29.7975,29.7425,29.89
380,29.7425,29.89,29.8025
381,29.89,29.8025,29.804975
382,29.8025,29.804975,29.7275
383,29.804975,29.7275,30.835
384,29.7275,30.835,29.53995
385,29.53995,29.3925,29.42625
386,29.3925,29.42625,29.6175
387,29.42625,29.6175,29.64
388,29.6175,29.64,29.6325
389,29.64,29.6325,29.7675
390,29.6325,29.7675,29.9175
391,29.865,29.739675,29.8425
392,29.739675,29.8425,29.82
393,29.8425,29.82,29.7324
394,29.82,29.7324,29.71
395,29.7324,29.71,29.514825
396,29.71,29.514825,29.24
397,29.514825,29.24,29.2725
398,29.24,29.2725,29.27
399,29.2725,29.27,29.0075
400,29.27,29.0075,28.6875
401,29.0075,28.6875,28.270000000000003
402,28.6875,28.270000000000003,28.175
403,28.270000000000003,28.175,28.15
404,28.175,28.15,28.0425
405,28.15,28.0425,27.775
406,28.0425,27.775,27.5375
407,27.775,27.5375,27.4225
408,27.5375,27.4225,27.2
409,27.4225,27.2,26.880000000000003
410,27.2,26.880000000000003,26.905
411,26.880000000000003,26.905,27.2975
412,26.905,27.2975,27.3125
413,27.2975,27.3125,27.505
414,27.3125,27.505,27.62
415,27.505,27.62,27.3725
416,27.3725,27.2625,26.9025
417,27.2625,26.9025,26.76
418,26.9025,26.76,26.68
419,26.76,26.68,26.555
420,26.68,26.555,26.435
421,26.555,26.435,26.1125
422,26.435,26.1125,25.66
423,26.1125,25.66,25.1775
424,25.66,25.1775,24.7875
425,25.1775,24.7875,24.9725
426,24.7875,24.9725,24.9525
427,24.9725,24.9525,24.9625
428,24.9525,24.9625,24.9725
429,24.9625,24.9725,25.2175
430,24.9725,25.2175,25.54
431,25.2175,25.54,25.6875
432,25.825000000000003,25.695,25.7025
433,25.695,25.7025,25.7575
434,25.7025,25.7575,25.7575
435,25.7575,25.7575,25.7475
436,25.7575,25.7475,25.865
437,25.7475,25.865,26.01375
438,29.040000000000003,28.9725,29.16
439,28.9725,29.16,29.3025
440,29.129925,29.12,29.285000000000004
441,29.12,29.285000000000004,29.21
442,28.87,28.79,28.765
443,28.79,28.765,28.4725
444,28.765,28.4725,28.1625
445,28.4725,28.1625,27.99
446,28.1625,27.99,27.9575
447,27.99,27.9575,27.85
448,27.9575,27.85,28.00885
449,27.85,28.00885,27.8725
450,28.00885,27.8725,27.96
451,27.8725,27.96,27.92
452,27.96,27.92,27.94
453,27.92,27.94,27.9625
454,27.94,27.9625,27.9525
455,27.9625,27.9525,27.9825
456,27.9525,27.9825,28.1275
457,27.9825,28.1275,28.235
458,28.067525,27.955,27.9775
459,27.955,27.9775,27.9925
460,27.9775,27.9925,27.935
461,27.9925,27.935,27.8925
462,27.935,27.8925,27.9075
463,27.8925,27.9075,27.875
464,27.9075,27.875,27.87
465,27.875,27.87,27.875
466,27.87,27.875,27.9
467,27.875,27.9,27.9575
468,27.9,27.9575,27.98
469,27.9125,27.9075,28.0225
470,27.9075,28.0225,28.130000000000003
